0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
uptma,iptm,abdam,üptma,auptm,aüptm,eptem,oiptm,uptm,iptma,üptm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nlev,nalwa,nleva,nalw,nialw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
davon,dabin,twohn,devin,devun,divan,t-wan,htwin,twan,thwen,tübun,twein,devan,twann,twen,tabun,dwin,twenn,twin,devon,dobin,ttwen,,,,,,,,,,,,,,,,,,
rbne,rbene,rben,rben_,rbohn,robin,ribun,reben,rpön,roben,rban,rüb’n,rübin,rbin,riben,rbun,rbann,reban,rüben,raban,repen,ribün,,,,,,,,,,,,,,,,,,
milz,maläs,mlose,melz,mols_,_mälz,mehls,mlos,mlis_,melsa,mals,müles,hmalz,mlosi,mals_,mlos_,mools,hmals,mülls,meles,malz,malz_,hmlis,malàs,mmels,hmälz,mmlis,mälz,_milz,_mols,milz_,mlis,mahlz,hmelz,mels_,mels,_malz,mols,,
pman,ppman,bman,pemän,bmann,pmann,piman,pemen,peman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rjäme,rjem,rrjem,rejem,régim,rjemo,rawem,rjemä,rrjäm,rjeme,rjäm,regim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hmalb,mahlb,mmelb,mühlb,_malb,mülb,mülbe,melba,malb,meleb,mehlb,melb,_mülb,,,,,,,,,,,,,,,,,,,,,,,,,,,
tjage,tjag,djag,dageg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsen,lsnü,lesun,lösun,lüsan,lsin,losun,lsan,lisan,lzhan,losen,lsin_,lösen,lossn,lsnu,lsenh,lesen,lsinn,lsna,,,,,,,,,,,,,,,,,,,,,
ppler,boler,blier,blach,plärr,pler,plarr,belr,bluer,bilar,bler_,blür_,plär,plere,_plär,bbler,blür,pleur,blerr,plar_,_bler,plair,bler,peler,pler_,plar,belre,bloch,,,,,,,,,,,,
rozze,reuzz,rozz,rzez,rizz,razze,ruzze,ryzz,ruzz,rizzu,rizze,razz,ryzz_,,,,,,,,,,,,,,,,,,,,,,,,,,,
uchtb,ertap,arteb,urtap,erdop,ertpa,artp,ardäp,ardbe,erotb,erdbe,ortb,erdib,urtb,artep,artpu,ardb,ardbo,ortab,_ardb,erdb,ertp,ardeb,_erdb,ardp,erdbo,,,,,,,,,,,,,,
hegat,hikte,hackt,higt_,hukt,hegt,_hukt,hukt_,haakt,hegt_,hiekt,heckt,hikt,heukt,hickt,hikt_,higt,huckt,,,,,,,,,,,,,,,,,,,,,,
bstic,bstüc,bstk,bstec,bstg,postk,bstge,bstka,bstoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rz-b,rsepp,rz'b,rès-b,raßb,rooßb,rissb,roßba,rossb,rassb,rsep,rs-p,rz'be,reßb,roßbu,rässb,raßbu,reßbu,rzbe,rsäb,rz-bü,rzbu,roßb,,,,,,,,,,,,,,,,,
etsh,itsh_,itsh,aatsh,ootsh,azeho,otsha,otsh,atshe,atsha,ittsh,atsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sizz,szus,szös,setzs,szes,szesa,_sizz,sezz,sozes,sszes,szese,sitzs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsetz,nüssz,nüsze,nztis,nszö,nüsz,ns-z,-nüsz,_nüsz,nisz,nsez_,nszi,nsez,,,,,,,,,,,,,,,,,,,,,,,,,,,
mbeet,mpide,mpudd,mbed,mbedi,mpet,mbiti,mbede,mpati,mpedi,mbeti,mptoi,mbete,mpte,mbit,mpede,mpete,mbeda,mpeti,mpet_,mpud,mbeta,mput,mpt_,mbett,mpeed,mbad,mpit,mbet,mpat,hmbed,mbt_,mpter,mpid,mpto,mbadi,mbadd,mputi,mped,
zbabb,zbubb,zbub,sapep,ßbabb,ssbab,zbab,ßbab,zbube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilder,eltra,elt'r,elt’r,altor,aldr,altar,alter,eltre,elt-r,ahltr,eldro,aldre,oldr,elder,older,älder,eledr,eltr,oltri,eltar,ulter,olter,_eldr,oldre,aladr,elter,eldre,oltr,àlder,alder,eltür,oldra,eldr,oltra,ehltr,ildür,àlter,älter,_eltr
estmi,ostam,ostüm,ustem,istm,ostm,estm,echtm,esdem,ostum,estem,ustim,estam,estäm,ystem,istem,estim,ostme,esdam,istme,astim,estüm,,,,,,,,,,,,,,,,,,
gsind,xande,gsund,xnut,ksend,xand,gsünd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mer-m,mrum,mmerm,mermo,mehrm,merm,mr-em,marmo,merma,_marm,marm,mrum_,marme,,,,,,,,,,,,,,,,,,,,,,,,,,,
iwez,ebiez,abez,iwezi,ewwez,_avez,owets,uvez,evozi,obutz,ebats,avezi,iweze,ouvez,abezi,ebeiz,äwets,owitz,ewez,ebots,avez,iewez,iviz,ebutz,aviez,uvez_,ewits,avez_,ebits,ivats,ewets,evez_,evoz,ewezi,ivizi,evez,iwwez,,,
ralmu,rlem,rehlm,ralm,rlema,rollm,rleme,rleum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sifz,zfàs,_sifz,svisi,svis,savez,siwez,sfiz,seufz,sfas,sewys,sufse,sfase,_syfz,zfàss,sefes,sowas,süffs,sfes,zvous,syfz,sufs,,,,,,,,,,,,,,,,,,
pmer_,bemer,bmar,pmer,_pmer,bummr,bmach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betb,betbu,badb,ptber,bettb,battb,patap,ptbe,_badb,petb,badbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delwu,delvö,dlaw,dollw,delv,ddlew,_dolw,dolw,delw,dlawa,tulwe,delwe,ttlow,dulwe,dolwe,thalw,dälwe,ddelv,tläw,_dälw,tlow,tläwe,dulw,dlewa,t-low,tlew,dälw,dlebe,dlew,tlewi,tlabe,tloww,tlowe,,,,,,,
husc,hüssg,hasc,_hüsg,hüsga,hausg,_husc,huesc,hüssc,hesc,hisc,hüesc,_häsc,hosek,heski,hàüsc,hesk,hüsg,hüssk,heisc,_hisc,_hüßg,häisc,_hesc,_hasc,haisc,hüsc,hüßga,häsc,hüßg,,,,,,,,,,
igsta,ügst,egst,egste,ugust,eggst,egst_,igst_,igest,egist,agst_,agist,agsto,_igst,ékost,ekost,iegst,igst,_agst,agste,agst,egest,igste,ügste,aagst,ugest,,,,,,,,,,,,,,
_mitn,mten,mden,müden,mit’n,mitnà,mitnä,miten,mitn,madon,mitnö,mdun,mmten,mitan,mit-n,hmten,medan,mitna,mden_,matin,mten_,maden,mitun,mitne,mâtin,,,,,,,,,,,,,,,
rtje_,rtjag,redje,rtigi,reddj,rdjo_,rtage,redj,rettj,rtige,rtja,rdigi,rdjo,rtjäh,rtjä,rteje,rtje,rdiga,rdige,,,,,,,,,,,,,,,,,,,,,
nämt_,nmüt,nämmt,_nàmt,namit,nàmti,nomid,nahmt,nemmt,nammt,nàmt,_nämt,nmitt,n-mét,nmäd,nmit,nimmt,nmiet,nmäde,nämt,,,,,,,,,,,,,,,,,,,,
mfla,mfle_,möwel,mfele,menfl,mevol,mefla,mfal,mfli,mefal,mfall,mfle,mmefl,mefl,mflie,mifol,mfel,mewel,,,,,,,,,,,,,,,,,,,,,,
megan,mkunn,mekun,magn,mögen,magen,mécan,_magn,mkana,mkan,mghen,mgehn,mekin,mkun,megen,mgan,mg'an,magin,mmkan,magni,magne,,,,,,,,,,,,,,,,,,,
erbli,arapl,erble,erbla,arrbl,arebl,orble,orbl,urabl,erbl,erblö,erblä,erblu,arble,orbil,arbal,érabl,ierbl,erblü,arepl,erpla,ahrpl,erabl,erplä,ierpl,arbl,erbal,erpl,erbul,erbel,eerbl,urbil,_erbl,,,,,,,
inpf,anpf,onepf,anbew,ünepf,anpfi,einpf,ünpfo,ynpfü,ünpf,_anpf,unbef,unpfe,unpf,ynpf,,,,,,,,,,,,,,,,,,,,,,,,,
avef,awve,_ewef,ebenf,ebiff,aweva,_awve,ewaff,abefe,ebef,owef,ebeff,awev,ewaf,_abef,abef,ewef,_awv,avefe,ebif,uwwew,ewefa,,,,,,,,,,,,,,,,,,
rtema,ratme,riedm,rdum,rtemo,rdäm,rtmo,rödem,rttem,rt-m,rtiom,rtma,rrtum,rdimm,rtüm,rdäm_,rtem,rdum_,rdam,rtum,ratm,rdim,rt-m_,rdam_,rittm,rdem,rtum_,rdamm,r-dam,rdma,rdem_,rdmo,‘rdam,rt-em,ritim,rdema,,,,
jäger,jegrü,jgeer,jàger,jgar,jkrü,jgier,jegr,jager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nmeg,hnmac,nmög,nmuck,nmac,nmig,nmig_,hnmäc,nmuc,nmäc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stütz,stzu,stäts,stzei,stze,stutz,stets,chtez,stätz,stiz,stitz,stze_,stiz_,,,,,,,,,,,,,,,,,,,,,,,,,,,
othz,eths_,oth's,udhis,eths,adhés,ieths,aths,othsa,athis,athiß,oths,ooths,äths,,,,,,,,,,,,,,,,,,,,,,,,,,
vsch,f’sch,fich,viech,fych,vesch,fosch,'fich,f‘sch,fasch,fschu,fech,fish,fusch,_fish,fichs,fsch,fisch,fschü,fuchs,fiche,fch_,_fech,fesch,_fych,fachs,fsh_,fscha,fsch_,fæch,füsch,fschi,ffsch,_fich,fsch-,fichu,f'sch,füchs,feech,_fch
rgeme,rkom,rkem,rkeme,rgem,reg'm,recom,reckm,régim,rkum,rkäm,rkomm,rkumm,rciem,regim,rikem,rgema,rkam,rkamm,rkämm,rkami,,,,,,,,,,,,,,,,,,,
skeba,squa,sgebi,zgebo,skuew,sgaw,sque,ssgew,seg'w,sgewi,si-kw,scwe,sg'wa,squé,sgew,_scwe,sgewe,skübe,sque_,skebä,scwi,sg'w,sgebä,squé_,sgabe,sgebe,squie,sgewa,sgewo,sgawe,_scw,squi,skwi,,,,,,,
zjer,sjer_,söjer,sigar,zjer_,sogar,sjer,sjör,zjeri,sjach,ßjer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nkts_,ngezi,ncez,ngts,nkez,ngezö,nkuts,ngezô,ngeza,ngezo,nkze,ngtes,ngts_,nkzi,ngezä,ngeze,ngezu,nkts,ncez_,nkeze,ngez,,,,,,,,,,,,,,,,,,,
genw,_know,_conv,_konv,konve,kunv,knew,konv,conv,kunve,conve,knewe,genwe,kneww,knabe,_kunv,geniw,know,genwa,_knew,,,,,,,,,,,,,,,,,,,,
tback,tbuec,dtbàc,tabge,tbuc,dépêc,dépéc,tbäc,tbek,tbüc,debuc,tabg,tbüec,d-pic,debic,tbeka,tbäck,ttbüc,tebuc,tbàc,döppc,tübak,deboc,debik,tbac,,,,,,,,,,,,,,,
ng-em,ncium,nigem,ngeme,ngmü,nkem,nk-em,n-kum,ngmo,ncom,nkom,ngem_,ngmi,ngmie,nkmoo,nkum,nekum,nceme,nkæm,ngem,nkem_,nkumm,ngema,nkomm,negem,nge-m,ngemi,nkæm_,nkmo,ngemä,ncem,,,,,,,,,
lattf,ldfi,ldywe,lidif,ldfa,ldfe,ldfee,latf,ldve,ldyw,ldfà,latfi,ltiw,,,,,,,,,,,,,,,,,,,,,,,,,,,
ostbo,ichtb,ustba,estop,istop,istub,estib,ostb,ustbe,ustb,ostba,üstob,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mbac,mbeg,mbéc,mbéci,mpag,m-bac,mbec,mpec,mpig,mpig_,mbiec,mpige,mbeci,mpeg,,,,,,,,,,,,,,,,,,,,,,,,,,
llwec,leboc,llwag,lwag_,lweic,lwek_,lwag,lvög,lwec,leweg,lweck,lwek,löweg,,,,,,,,,,,,,,,,,,,,,,,,,,,
nenip,nenbe,nynp,nenb,nnenb,nenba,_nynp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gash,_gesh,xehü,_gshe,gash_,_gash,gasha,csh_,_gsh,gshe,geish,gshen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laqu,lique,lqu’u,llgew,liqu,lgew,laque,lickw,lque_,lgewa,liquo,lgebo,lque,lqu’,lückw,,,,,,,,,,,,,,,,,,,,,,,,,
llkum,lacem,lkom,ligem,ligmi,likum,likem,lkomm,lkame,lgeme,lkum,hlkam,lkam,lkamm,lgem,lugma,llkom,lugm,llgem,ligm,lkumm,logem,lcom,lkenm,lcomi,liküm,ligma,hlcom,,,,,,,,,,,,
igkrü,uccur,accor,ückkr,igcr,ikekr,igcr_,ügegr,igkr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jkumm,jkom,hjkum,jkomm,jkum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nzeba,nzuwe,ndsv,nzewi,ndesv,nezwa,ntsw,ntswa,nzewä,nzewe,nzebi,ndsve,nzew,nezw,nzeve,ndswi,nzuw,n-zw,ntzw,ntzwe,ntswä,ndezv,ndsw,nzev,ntswu,nzebü,ndswe,nzwi,n-zwi,,,,,,,,,,,
robfe,rupf,rbe-f,_robf,ropf’,ripf,röpfe,ripf_,rbiw,ràpf,_ropf,röpf,rpfe,rbefa,hràpf,repf,repfe,rubf,rpfe_,ropf_,röepf,rpfä,robf,rpfü,rupfe,ropfe,raubv,rbeif,ropf,rbef,räpf,ràpfe,rpfa,,,,,,,
riurs,rührs,rars_,rursa,r-ers,rächz,rars,rersi,rharz,_rars,hrers,rers_,rères,rherz,rurs,rarz,riers,rers,,,,,,,,,,,,,,,,,,,,,,
falz,fluts,voltz,feliz,falz_,filz,falts,felds,flats,flohz,_filz,faldz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rnàm,renem,renmu,rnemm,rnumm,rünem,renom,rnim,rnem,rnahm,renm,rnäm,rnehm,rnam,rnàmm,rnomm,rnimm,rnum,rnäme,ronim,rànem,rnämm,rneme,rnüm,ronom,rnom,rname,rnamm,rnümm,,,,,,,,,,,
sweg,swac,swege,swage,swag,ssvog,z'wic,swec,sswac,sebuc,swuec,sweg_,swic,svog,,,,,,,,,,,,,,,,,,,,,,,,,,
següg,s-juc,zjag,sjac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fefl,fefla,fyfle,fyfl,fiffl,fffal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ufgse,ufgez,efaix,ewiks,ufegs,ufgs,ifgs,uffgs,ufgsu,aifgs,aufgs,ewix,ufges,efkäs,_ufgs,ufg's,ewigs,ifgse,efkas,e-fix,uwaks,üwaks,efix,,,,,,,,,,,,,,,,,
zesk,zeesc,zeßk,zesc,_zesc,_zisc,zusc,tzsc,zuesc,zösc,zeski,zesac,zisc,ziesc,zaisc,zöesc,tzisc,tzesc,züesc,,,,,,,,,,,,,,,,,,,,,
nkha,nkhe,ngehö,ngohä,nkehä,nkeha,ngehe,nkhei,nkhau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
febur,_févr,favor,fwar,fawr,fèvr,_fawr,févri,-fawr,fawri,fèvre,fwach,févr,febar,,,,,,,,,,,,,,,,,,,,,,,,,,
suwön,sewan,sewen,ssfin,zfyn_,sfin,zfyn,sefin,z'fan,sfine,zfin,sfein,siwen,sfen,ßewen,sfyn,,,,,,,,,,,,,,,,,,,,,,,,
erfol,erfil,arvl,erufl,erfül,irfel,erflu,ervol,ervil,erflö,ervel,erfli,arvle,orfäl,erfl,erfal,erval,erflü,erflä,erfäl,erfel,erfl_,örfel,,,,,,,,,,,,,,,,,
aktv,ektiv,ectv,ectiv,oktav,aktvo,octav,ectvo,ektaw,oktow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_hmh,miahi,mehu,meha,mehe,mmehy,_maha,mmehe,mahu,mühe_,meho,mmehu,mühe,mmh_,mmeho,_mmh_,moha,mmhe,mmeha,mehü,mmhäi,mühu,_moha,hmh_,mmehä,mahue,mehä,mmhä,_hmh_,mehy,_mmh,_mühe,mmhei,maha,,,,,,
lzige,lätsc,lzüg_,lzüg,ld'sc,lzug,lzeg,lotzg,litsc,lzig,lutsc,lzueg,ldsac,letzg,lätzg,letsc,lzugg,ldesc,ltsc,latzg,ldisc,lt’sc,lzic,lts-c,llzig,ladsc,lezug,lzega,ldsäc,ldsec,latsc,ldsc,lzug_,llzug,,,,,,
himna,hymen,hämen,hymn,haimn,hymne,hemen,himnä,hemin,himn,heimn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ornew,ornvi,ernvo,ernaw,arnev,irnve,ernàw,ernav,ernf,irnv,erynf,ernfa,ernfe,urnv,ernew,ernv‘,ernv,urnve,uernf,ornv,iernv,,,,,,,,,,,,,,,,,,,
rarg,rurgi,rarge,r-rec,rüric,rurg,rürig,rerec,rurik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rliv,rlew,rlauw,ralv,rlaw,rlof,rhelf,rläuw,rläif,rluf,rläw,rlewe,rläw_,rlief,rliew,'rlof,rholf,rhælf,rlowu,ralve,rlow,rhulf,rloff,rlöuw,rlauf,rläuf,rlaüw,rläwe,rlowe,rlaif,,,,,,,,,,
buvon,bewan,bwan,bewun,bwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lzbüe,lzbü,lsob,lzba,lesep,lsoba,lzbu,laseb,lsupp,losop,lzbo,lissb,lsup,,,,,,,,,,,,,,,,,,,,,,,,,,,
demit,dmiet,tmete,tmet,tammt,tomat,dammt,dmet_,tummt,htmet,timmt,dämmt,tmüti,dimut,dmüet,demut,tmüet,tmett,tehmt,tmuet,thmet,tmaid,damit,domit,tmüt,dumd,tmüed,dmet,tammd,tmod,timet,tmodi,,,,,,,,
nnisb,nschb,nnsb,nisbu,nspe,nsbi,nisb,nosp,nspu,nsbe,nsper,nspo,naasb,nijsb,nspa,-insp,nnsp,nspie,nspi,nospi,nnsbi,,,,,,,,,,,,,,,,,,,
kebum,chwem,chwum,gebäm,gebum,chwim,quam_,chwam,gebim,quem_,queme,quem,quam,,,,,,,,,,,,,,,,,,,,,,,,,,,
fnem,fnemm,fnehm,ffnem,fnäm,faanm,fnam,fnàm,fnàmm,fnamm,fnahm,vènem,fnämm,fenem,,,,,,,,,,,,,,,,,,,,,,,,,,
undz,endez,andiz,endzi,endz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mbohn,mebin,mpon_,mbon,mben_,mponi,mpen,mpan,mbon_,mben,mbani,mpeni,mpon,mpene,mban,mbini,mbun,mbene,mbina,mpen_,mpion,mpane,mbone,mbin,,,,,,,,,,,,,,,,
ninfa,nüenf,_nünf,ninev,_ninf,niinf,ninf,nünf,nunf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jboh,jobi,_japa,jobbe,jbier,_j'ép,jebi,j'ép,jupe_,_jup,_jüb,jubi,jupe,jebe,_jap,jepa,jebö,_jobi,_jübi,jübe,jobi_,jbie,hjbie,_jeb,jebo,jübi,_jub,japa,_jobb,jobb,hjbi,_job,_jupe,_jubi,jeböü,_jebe,,,,
nerm,norm,ner-m,narrm,nachm,nochm,nerme,n-arm,norme,nerma,nrüme,nrüm,norma,norm_,_norm,,,,,,,,,,,,,,,,,,,,,,,,,
syrop,serba,serb,serab,sirop,sérab,surp,serp,_surp,srup,serib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rönel,rnal,ranl,ränel,rnell,rnel,rinol,rnel_,rnhal,rnail,rinl,rönl,ranla,ranöl,rüenl,rinel,rinlö,rnle,ronel,rnal_,rnle_,rönle,,,,,,,,,,,,,,,,,,
läbku,hlbac,lbog,leboc,lebkü,lbock,lbac,hlbek,_lebk,lebku,läbk,lbek,lebk,leibg,lboge,_läbk,lboc,lbeku,,,,,,,,,,,,,,,,,,,,,,
bstri,bsdr,_bstr,bstr,bsdri,pestr,bstir,bstry,bster,bbsdr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_zich,zisch,zesch,tsich,zusch,zich_,_zech,zichs,tzsch,tzich,zichi,zaich,zeich,zeche,ziche,zäich,zösch,dsæch,zejsh,zech,zich,,,,,,,,,,,,,,,,,,,
hambo,himb,heimp,hambu,hämb,hamb,_hamp,_hemb,_himp,hampa,himp,hambi,_himb,hampe,hemb,hamp,hamb_,hämbe,heimb,hemb_,himbe,hampi,himpe,hambe,,,,,,,,,,,,,,,,
rpim,ribum,rbäum,r-bem,roppm,riebm,rbma,rbam,_räbm,räbma,räbm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
larme,llrum,lierm,lehrm,lerma,llerm,larem,_larm,larm_,lrum,lärme,larmi,_làrm,lermo,lerm,làrm,larm,làrme,_lärm,lorem,lärm_,l’arm,lärm,lerum,,,,,,,,,,,,,,,,
lrüew,larv,llerw,_larv,lerw,larv_,lerwa,lerwe,larve,larva,_lerw,lruew,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nbso,npas,hnäps,nnbuz,nbüß,hnàps,npass,nbüss,nabes,hnaps,_nabs,näpse,npaß,nabs,napps,nibüs,nbüße,nbüso,nàps,nips,nibus,nbes,näps,nbüs,nabsü,nbeso,nb's,nabz,napse,nipse,nbuz,nb‘s,naps_,nibs,nb’s,naps,_nabz,nibse,,
tzlyt,_zlet,zahld,tslot,tslit,zlyt,zläd,zelld,zählt,zled,_zelt,tzläd,zlaid,zlet,zulet,zild,zelt,zielt,zohlt,zehlt,zahlt,zlede,zlädd,zelad,zlytt,ziald,zelt_,zleid,zilde,tzled,tzelt,_zild,,,,,,,,
ckzog,chtsk,ketsc,chzig,ktisc,kütsc,kzek,gizic,kdisc,gyzig,kzuko,kzieg,gezec,chtsc,kzuk,kitsc,chtsg,gezuc,kzeku,gitzk,chzek,kutsc,chzug,chzeg,gezog,kzoge,kzog,ckzek,gitsk,ckzuk,gizig,,,,,,,,,
ffpas,fbes,ffbas,vebis,fbess,fbas,ffbes,fbass,fpas,fpass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wabbl,weble,webel,_vebl,webli,wibli,webl,wepla,wibl,wepl,vebl,vebla,weibl,_wibl,,,,,,,,,,,,,,,,,,,,,,,,,,
efst,ifest,enfst,iefst,ofst,ewest,ewesd,efste,_ufst,ufst,ofsta,avest,ofstu,ufsto,uffst,äwesd,ifast,ifcht,ufste,ufsti,,,,,,,,,,,,,,,,,,,,
fzes,fzez,fàtzz,fzus,fzi’s,fizz,ffzes,fzese,fzesu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wifel,wäwel,wäfel,wefel,wyfel,wewel,wiwel,wifl,weifl,wyfle,wifle,wywel,wefal,wyfl,wiefl,,,,,,,,,,,,,,,,,,,,,,,,,
armhe,irmhe,armha,armh,erumh,irmh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eigaf,ojeff,agaf,ijev,egeäf,ejew,ejewe,aganf,ajew,ojef,igaf,ejef,igaff,ijevi,ejefu,äijev,egif,_agaf,agaff,äejew,ajewu,ujanf,ejewa,aigaf,,,,,,,,,,,,,,,,
lls-f,lsfü,lossv,lez-v,lsvi,lzfà,lsfä,ls-fu,lsaf,lsefe,lsfu,lsef,ls-f,lsvie,lasph,lsfüe,,,,,,,,,,,,,,,,,,,,,,,,
lmües,lmäss,lmäs,lmus,lmies,lmos,lamas,lums,lams,lmüse,lmäß,lmuse,lmeiz,lmäßi,lmueß,lmeis,_lams,leims,lmess,limms,lmes_,lmüs,lmes,lemas,lmose,lmsu,llmes,lmäis,lmais,,,,,,,,,,,
mgew,miqu,mg'w,mgebö,mgewe,mg'wo,mique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tigkä,tkug,tgege,tgek,docc,tgeg,_docc,_tigk,dageg,dickk,htigk,d-kug,tigk,tgekä,digke,digk,tigke,,,,,,,,,,,,,,,,,,,,,,,
herl,harl,härel,harlo,herrl,harle,hierl,hirrl,hürel,harla,herel,horal,heral,hochl,herle,herli,harel,harol,harl_,,,,,,,,,,,,,,,,,,,,,
unz’s,ansz,ins-z,anses,ensez,ansäs,insis,inses,enses,enußs,anz's,insas,ons-s,anzs,anzsa,enzs,ensz,,,,,,,,,,,,,,,,,,,,,,,
nünfd,nft_,newet,hnüft,nfitu,nfdöi,nfitü,nftig,nüüft,nünft,nfit,nfti_,nhaft,nfed,nieft,nunft,nfdi_,nfäd,nveti,nvit,nuuft,nfent,nfti,ninft,nüft,nfdö,nvet,nfdi,näwet,nfte_,nfta,nüft_,nefft,nfte,nviti,nft’,nfant,nftaü,nhift,nvite
lchb,lsbue,lspie,lasp,lspi,lüsb,hlsp,lsper,lüüsb,lüsbü,lsbu,lechb,lschb,lspe,losba,lesp,_losb,_lüsb,lspo,llesp,lespe,losb,,,,,,,,,,,,,,,,,,
nzni,hnsin,nison,ns-n,nson_,nsin,n’sn,nsonn,nsinn,nsna,nson,ns-no,nznu,nsohn,nsion,nsehn,nessn,nasen,nesen,nsen,n’sni,nsahn,nzni_,,,,,,,,,,,,,,,,,
tloch,dollr,däler,taler,dloch,tleri,delir,ddler,telar,tlier,dlier,dler-,daler,dler_,tler_,dler,tläjr,tolér,delru,dlere,ttler,dleri,tlere,deler,tulir,dlri,tler,tlach,tleer,tlar,htler,tläch,,,,,,,,
fläbb,flehp,felb,felba,ffelb,felbu,fehlb,velop,vollb,felbe,fläb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tigm,tagêm,dücem,tgem,ducom,tigam,tigem,tigum,tkämm,ttkäm,tgema,tkäm,tkam,htkam,tkum,tg’ma,tkumm,tg'ma,tkamm,digem,tigmü,tg'm,dikam,tg’m,,,,,,,,,,,,,,,,
simul,smal_,siml,smal,zmill,ßmol,smüll,smol_,smol,smool,ßmol_,simli,zmale,hsmol,_siml,semil,ssmol,smüül,smahl,zmal,zmil,smül,'smol,samml,simel,hsmal,,,,,,,,,,,,,,
rzepe,rezap,rtzeb,rzeb,rzaub,rzip,rzub,rdssp,ratzb,ritzb,rezep,rzipa,rzep,rotzb,,,,,,,,,,,,,,,,,,,,,,,,,,
tkäp,tkap,teckb,tigeb,htgeb,tekop,tgeb,tkop,tgeba,tekap,tekab,htkap,tgib_,tkäpp,dkop,tkapp,tgib,ttkop,tigb,dogeb,,,,,,,,,,,,,,,,,,,,
ungek,inkig,engka,engk,_engk,ingk,angek,àngig,ankge,ingek,inkge,angig,angeg,ingkö,inigk,engek,enkug,inkga,änigk,ingka,ingku,angüc,enigk,ing-k,ankg,engàg,ingkä,engag,inkg,ingeg,inkgä,anigk,angok,yngüc,_ingk,,,,,
sezt,_sizt,sssta,ssst,sezt_,sz't,sasst,sezde,ßsta,ssst_,sezd,z'sto,z'sit,zstä,sizt_,z'st,se-st,z'ste,_ssst,sezte,sssst,_sezt,sizt,,,,,,,,,,,,,,,,,
_webs,wybs,_wibs,wiebs,webs,wibs,wobes,wibs_,wäbis,_wybs,wäibs,wyebs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
walho,wilhe,wlhöe,welhä,_wilh,wilh,wahlh,wlhö,_walh,vollh,welhö,walh,welh,welho,welha,wohlh,,,,,,,,,,,,,,,,,,,,,,,,
jedr,jter_,hjter,jt‘r,jt’r_,jeder,jt’r,jt'r_,jt-r,_jedr,jt-r_,jedri,hjt’r,jedre,jt‘r_,jt'r,jter,,,,,,,,,,,,,,,,,,,,,,,
baber,biber,pbach,bibri,biebr,bpra,_bybr,_bebr,pepr,bybr,bebri,_bibr,bybri,piper,bebr,,,,,,,,,,,,,,,,,,,,,,,,,
ostet,estät,ustdu,usted,astet,estt,istet,estet,estat,estad,estüd,istid,estta,üsdod,istad,ustet,üstet,ustd,,,,,,,,,,,,,,,,,,,,,,
